,Player,scaled_championships,scaled_reg_mvp,scaled_ws,scaled_ppg,scaled_fin_mvp,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_per,scaled_bpm,scaled_vorp,scaled_all_star,scaled_anba,GOAT SCORE,GOAT SCORE2
621,Dick Garmaker,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.003116667,0.0033
622,Caron Butler,0,0,0,0,0,0,0.040112597,0,0,0,0,0,0.055555556,0,0.003064575,0.003246024
562,Michael Cooper,0,0,0,0,0,0,0,0,0.059219381,0,0.04852071,0.016622169,0,0,0.005381322,0.003168237
624,Wes Matthews,0,0,0,0,0,0,0,0,0.059219381,0,0,0,0,0,0.002990579,0.003168237
625,Chuck Person,0,0,0,0,0,0.05915493,0,0,0,0,0,0,0,0,0.002987324,0.003164789
626,Samuel Dalembert,0,0,0,0,0,0,0,0.058197747,0,0,0,0,0,0,0.002938986,0.003113579
627,Woody Sauldsberry,0,0,0,0,0,0,0,0.057571965,0,0,0,0,0,0,0.002907384,0.0030801
628,Troy Murphy,0,0,0,0,0,0,0,0.057571965,0,0,0,0,0,0,0.002907384,0.0030801
577,Rodney McCray,0,0,0,0,0,0,0.056298381,0,0,0,0.031952663,0.016880544,0,0,0.004635247,0.003011963
629,Clarence Weatherspoon,0,0,0,0,0,0.01971831,0,0.035669587,0,0,0,0,0,0,0.002797089,0.002963252
630,Darrell Griffith,0,0,0,0.039337474,0,0,0,0,0,0,0,0,0,0,0.002785093,0.002954244
632,Steve Stipanovich,0,0,0,0,0,0,0,0.053817272,0,0,0,0,0,0,0.002717772,0.002879224
633,Lloyd Neal,0,0,0,0,0,0,0,0.052565707,0,0,0,0,0,0,0.002654568,0.002812265
634,Frank Johnson,0,0,0,0,0,0,0,0,0.052489906,0,0,0,0,0,0.00265074,0.00280821
635,Mike Gminski,0,0,0,0,0,0.052112676,0,0,0,0,0,0,0,0,0.00263169,0.002788028
636,Neal Walk,0,0,0,0,0,0,0,0.051314143,0,0,0,0,0,0,0.002591364,0.002745307
587,Derrick McKey,0,0,0,0,0,0.050704225,0,0,0,0,0.023668639,0.027990698,0,0,0.004456461,0.002712676
637,Lindsey Hunter,0,0,0,0,0,0.050704225,0,0,0,0,0,0,0,0,0.002560563,0.002712676
638,Maurice Stokes,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.142857143,0.002549206,0.0027
639,Andrew Bynum,0,0,0,0,0,0,0,0.050062578,0,0,0,0,0,0,0.00252816,0.002678348
640,Wil Jones,0,0,0,0,0,0,0,0.047559449,0,0,0,0,0,0,0.002401752,0.002544431
641,Bob Kauffman,0,0,0,0,0,0,0,0.006257822,0,0,0,0,0.111111111,0,0.002393798,0.002534793
643,Brandon Roy,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.071428571,0.002313492,0.00245
644,Joel Embiid,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.071428571,0.002313492,0.00245
645,Paul Seymour,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.071428571,0.002313492,0.00245
648,Enes Kanter,0,0,0,0,0,0,0,0.044430538,0,0,0,0,0,0,0.002243742,0.002377034
683,Mario Elie,0,0,0.01266825,0,0,0,0,0,0,0,0,0,0,0,0.001526524,0.002356295
649,Darnell Hillman,0,0,0,0,0,0,0,0.043804756,0,0,0,0,0,0,0.00221214,0.002343554
650,Darrall Imhoff,0,0,0,0,0,0,0,0.043804756,0,0,0,0,0,0,0.00221214,0.002343554
651,Steven Adams,0,0,0,0,0,0,0,0.043178974,0,0,0,0,0,0,0.002180538,0.002310075
652,Alvin Williams,0,0,0,0,0,0,0,0,0.043068641,0,0,0,0,0,0.002174966,0.002304172
653,Chris Kaman,0,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0.002148936,0.002276596
654,Steve Jones,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.002077778,0.0022
655,Rick Fox,0,0,0,0,0,0.04084507,0,0,0,0,0,0,0,0,0.002062676,0.002185211
656,Ramon Sessions,0,0,0,0,0,0,0,0,0.040376851,0,0,0,0,0,0.002039031,0.002160162
657,Jayson Williams,0,0,0,0,0,0,0,0.040050063,0,0,0,0,0,0,0.002022528,0.002142678
658,Matt Barnes,0,0,0,0,0,0.03943662,0,0,0,0,0,0,0,0,0.001991549,0.002109859
659,Armen Gilliam,0,0,0,0,0,0.03943662,0,0,0,0,0,0,0,0,0.001991549,0.002109859
660,Jalen Rose,0,0,0,0,0,0.030985915,0,0,0.00807537,0,0,0,0,0,0.001972595,0.002089779
661,Cornell Warner,0,0,0,0,0,0,0,0.038798498,0,0,0,0,0,0,0.001959324,0.00207572
662,Antonio Davis,0,0,0,0,0,0.002816901,0,0.035669587,0,0,0,0,0,0,0.001943568,0.002059027
663,Sam Bowie,0,0,0,0,0,0,0,0.038172716,0,0,0,0,0,0,0.001927722,0.00204224
664,Phil Smith,0,0,0,0,0,0,0,0,0.017496635,0,0,0,0.055555556,0,0.001922469,0.00203607
665,Thurl Bailey,0,0,0,0,0,0.038028169,0,0,0,0,0,0,0,0,0.001920423,0.002034507
472,Darrell Armstrong,0,0,0,0,0,0,0,0,0.037685061,0,0.177514793,0.036861597,0,0,0.009770709,0.002016151
666,Benoit Benjamin,0,0,0,0,0,0,0,0.037546934,0,0,0,0,0,0,0.00189612,0.002008761
667,Keith Van Horn,0,0,0,0.026224983,0,0,0,0,0,0,0,0,0,0,0.001856729,0.001969496
668,Orlando Woolridge,0,0,0,0.026224983,0,0,0,0,0,0,0,0,0,0,0.001856729,0.001969496
669,Charlie Ward,0,0,0,0,0,0,0,0,0.036339166,0,0,0,0,0,0.001835128,0.001944145
623,Danny Manning,0,0,0,0,0,0,0,0,0,0.013477089,0.029585799,0.011196279,0.055555556,0,0.0030302,0.001885714
670,Gar Heard,0,0,0,0,0,0,0,0.035043805,0,0,0,0,0,0,0.001769712,0.001874844
671,Mike Newlin,0,0,0,0,0,0,0,0,0.034993271,0,0,0,0,0,0.00176716,0.00187214
674,Popeye Jones,0,0,0,0,0,0,0,0.033166458,0,0,0,0,0,0,0.001674906,0.001774406
675,Jim Fox,0,0,0,0,0,0,0,0.033166458,0,0,0,0,0,0,0.001674906,0.001774406
676,Brian Grant,0,0,0,0,0,0,0,0.033166458,0,0,0,0,0,0,0.001674906,0.001774406
677,Jim McMillian,0,0,0,0,0,0,0.033075299,0,0,0,0,0,0,0,0.001670303,0.001769529
678,Fatty Taylor,0,0,0,0,0,0,0,0,0.03230148,0,0,0,0,0,0.001631225,0.001728129
679,D.J. Augustin,0,0,0,0,0,0,0,0,0.03230148,0,0,0,0,0,0.001631225,0.001728129
681,Kenny Carr,0,0,0,0,0,0,0,0.031914894,0,0,0,0,0,0,0.001611702,0.001707447
682,Kyle Macy,0,0,0,0,0,0,0,0,0.030955585,0,0,0,0,0,0.001563257,0.001656124
714,Ruben Patterson,0,0,0,0,0,0,0,0,0,0.02785265,0,0,0,0,0.001022192,0.00162381
680,Mickey Johnson,0,0,0,0,0,0.004225352,0,0.015018773,0,0.008984726,0.003550296,0.005081388,0,0,0.001618351,0.00155337
684,Brandon Knight,0,0,0,0,0,0,0,0,0.028263795,0,0,0,0,0,0.001427322,0.001512113
685,Scott Wedman,0,0,0,0,0,0.007042254,0,0,0,0,0,0,0.055555556,0,0.001394523,0.001476761
716,Brandon Bass,0,0,0.007917656,0,0,0,0,0,0,0,0,0,0,0,0.000954078,0.001472684
717,Taj Gibson,0,0,0.007917656,0,0,0,0,0,0,0,0,0,0,0,0.000954078,0.001472684
607,Greg Anthony,0,0,0,0,0,0,0,0,0.0269179,0,0.066272189,0,0,0,0.003791543,0.001440108
686,Steve Blake,0,0,0,0,0,0,0,0,0.0269179,0,0,0,0,0,0.001359354,0.001440108
687,Howard Komives,0,0,0,0,0,0,0,0,0.0269179,0,0,0,0,0,0.001359354,0.001440108
688,Tom Gugliotta,0,0,0,0,0,0,0,0.026282854,0,0,0,0,0,0,0.001327284,0.001406133
689,Robert Reid,0,0,0,0,0,0.025352113,0,0,0,0,0,0,0,0,0.001280282,0.001356338
690,Fred Scolari,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.071428571,0.001274603,0.00135
691,Frankie Brian,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.071428571,0.001274603,0.00135
673,Arvydas Sabonis,0,0,0,0,0,0,0,0.025031289,0,0,0,0.011282405,0,0,0.001678144,0.001339174
721,Cliff Levingston,0,0,0.007125891,0,0,0,0,0,0,0,0,0,0,0,0.00085867,0.001325416
692,Wesley Matthews,0,0,0,0,0,0,0.024630542,0,0,0,0,0,0,0,0.001243842,0.001317734
693,Stephen Jackson,0,0,0,0,0,0,0.023926812,0,0,0,0,0,0,0,0.001208304,0.001280084
694,John Johnson,0,0,0,0,0,0,0,0,0.00269179,0,0,0,0.055555556,0,0.001174824,0.001244011
672,Tobias Harris,0,0,0,0.016563147,0,0,0,0,0,0,0.015384615,0,0,0,0.001737286,0.001243892
695,J.J. Barea,0,0,0,0,0,0,0,0,0.022880215,0,0,0,0,0,0.001155451,0.001224092
696,Danny Ferry,0,0,0,0,0,0.022535211,0,0,0,0,0,0,0,0,0.001138028,0.001205634
697,Kevin Kunnert,0,0,0,0,0,0,0,0.021902378,0,0,0,0,0,0,0.00110607,0.001171777
698,John Roche,0,0,0,0,0,0,0,0,0.02153432,0,0,0,0,0,0.001087483,0.001152086
699,Danny Fortson,0,0,0,0,0,0,0,0.020650814,0,0,0,0,0,0,0.001042866,0.001104819
614,Nikola Jokić,0,0,0,0,0,0,0,0,0,0,0,0.067608302,0.055555556,0,0.003520114,0.0011
646,Karl-Anthony Towns,0,0,0,0,0,0,0,0,0,0,0,0.034622341,0.055555556,0,0.002309529,0.0011
700,Dike Eddleman,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
701,Ben Simmons,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
702,Don Kojis,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
703,Les Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
704,Hot Rod Hundley,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
705,Roy Hibbert,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
706,Jack Marin,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
707,Kevin Duckworth,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
708,Wendell Ladner,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
709,Frank Selvy,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
710,Jeff Ruland,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
711,Red Rocha,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
712,Jim Paxson,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
713,Leo Barnhorst,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.001038889,0.0011
715,Curtis Rowe,0,0,0,0,0,0,0,0.020025031,0,0,0,0,0,0,0.001011264,0.001071339
718,Campy Russell,0,0,0,0.013112491,0,0,0,0,0,0,0,0,0,0,0.000928364,0.000984748
531,Bo Outlaw,0,0,0,0,0,0.018309859,0,0,0,0,0.126627219,0.024804065,0,0,0.006482176,0.000979577
719,Bimbo Coles,0,0,0,0,0,0,0,0,0.017496635,0,0,0,0,0,0.00088358,0.00093607
722,Jim Cleamons,0,0,0,0,0,0,0,0,0.01615074,0,0,0,0,0,0.000815612,0.000864065
723,Lester Conner,0,0,0,0,0,0,0,0,0.01615074,0,0,0,0,0,0.000815612,0.000864065
724,Ish Smith,0,0,0,0,0,0,0,0,0.01615074,0,0,0,0,0,0.000815612,0.000864065
647,Christian Laettner,0,0,0,0,0,0,0,0,0,0.013477089,0.028402367,0.020756179,0,0,0.002298728,0.000785714
725,Ömer Aşık,0,0,0,0,0,0,0,0.014392991,0,0,0,0,0,0,0.000726846,0.000770025
726,Max Zaslofsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.000707143,0.00075
727,Reggie Evans,0,0,0,0,0,0,0,0.013767209,0,0,0,0,0,0,0.000695244,0.000736546
728,Nick Collison,0,0,0,0,0,0.012676056,0,0,0,0,0,0,0,0,0.000640141,0.000678169
729,Michael Smith,0,0,0,0,0,0,0,0.012515645,0,0,0,0,0,0,0.00063204,0.000669587
730,Drew Gooden,0,0,0,0,0,0,0,0.012515645,0,0,0,0,0,0,0.00063204,0.000669587
731,Herm Gilliam,0,0,0,0,0,0,0,0,0.012113055,0,0,0,0,0,0.000611709,0.000648048
734,Loy Vaught,0,0,0,0,0,0,0,0.010638298,0,0,0,0,0,0,0.000537234,0.000569149
735,Bob Feerick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.000471429,0.0005
736,John Logan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.000471429,0.0005
738,Andris Biedriņš,0,0,0,0,0,0,0,0.008135169,0,0,0,0,0,0,0.000410826,0.000435232
739,Eric Money,0,0,0,0,0,0,0,0,0.006729475,0,0,0,0,0,0.000339838,0.000360027
740,Eddie Jordan,0,0,0,0,0,0,0,0,0.00538358,0,0,0,0,0,0.000271871,0.000288022
741,Bones McKinney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.000235714,0.00025
742,Alex Groza,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.000235714,0.00025
743,Ralph Beard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.000235714,0.00025
744,Stan Miasek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.000235714,0.00025
737,Rich Kelley,0,0,0,0,0,0,0,0.004380476,0,0,0.00591716,0,0,0,0.000438374,0.000234355
745,George Johnson,0,0,0,0,0,0.004225352,0,0,0,0,0,0,0,0,0.00021338,0.000226056
746,Willie Anderson,0,0,0,0,0,0,0,0,0.004037685,0,0,0,0,0,0.000203903,0.000216016
747,Anthony Carter,0,0,0,0,0,0,0,0,0.004037685,0,0,0,0,0,0.000203903,0.000216016
748,Bob Sura,0,0,0,0,0,0,0,0,0.001345895,0,0,0,0,0,6.80E-05,7.20E-05
749,Ron Lee,0,0,0,0,0,0,0,0,0.001345895,0,0,0,0,0,6.80E-05,7.20E-05
750,Mike Green,0,0,0,0,0,0,0,0.001251564,0,0,0,0,0,0,6.32E-05,6.70E-05
751,Xavier McDaniel,0,0,0,0.000690131,0,0,0,0,0,0,0,0,0,0,4.89E-05,5.18E-05
505,Nick Anderson,0,0,0,0,0,0,0,0,0,0,0.137278107,0.065369047,0,0,0.007437151,0
534,Gerald Wallace,0,0,0,0,0,0,0,0,0,0,0.120710059,0.054689519,0,0,0.006437165,0
539,Danny Green,0,0,0,0,0,0,0,0,0,0,0.159763314,0.006890018,0,0,0.006116177,0
561,Nicolas Batum,0,0,0,0,0,0,0,0,0,0,0.100591716,0.047024373,0,0,0.00541751,0
592,Dana Barros,0,0,0,0,0,0,0,0,0,0,0.10887574,0.007837396,0,0,0.004283372,0
631,Doug Christie,0,0,0,0,0,0,0,0,0,0,0.043786982,0.03048833,0,0,0.002725904,0
642,Greg Ballard,0,0,0,0,0,0,0,0,0,0,0.056804734,0.008095771,0,0,0.002381849,0
720,Derek Anderson,0,0,0,0,0,0,0,0,0,0,0.023668639,0,0,0,0.000868639,0
732,Wesley Person,0,0,0,0,0,0,0,0,0,0,0.015384615,0,0,0,0.000564615,0
733,Chris Morris,0,0,0,0,0,0,0,0,0,0,0.015384615,0,0,0,0.000564615,0
752,John Starks,0,0,0,0,0,0,0,0,0,0,0.001183432,0,0,0,4.34E-05,0
753,Kristaps Porziņģis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Jim King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Steve Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Neil Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Jamaal Magloire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,Cazzie Russell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Kenyon Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,Ted McClain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Jim McDaniels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Chuck Noble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Flynn Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Richie Regan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Theo Ratliff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Jim Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Jon McGlocklin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Dewitt Menyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Eddie Miles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Donovan Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Jack Molinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Larry Cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Jayson Tatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,D'Angelo Russell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Domantas Sabonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Ernie Calverley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Frankie Baumholtz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Ed Sadowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Howie Dallmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Trae Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Ben Warley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Paul Walther,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Chico Vaughn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Dave Twardzik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Chick Halbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Monte Towe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Buddy Jeannette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Dražen Petrović,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Mervin Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Skip Thoren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Claude Terry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Al Cervi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Don Sunderlage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Willie Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Adrian Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Walter Simon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Pascal Siakam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Lonnie Shelton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Lee Shaffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Fred Schaus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Tony Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Scott Williams\willisc01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,Brandon Ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,James Jones\jonesja02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Rick Fox\foxri01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Devean George\georgde01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,A.C. Green\greenac01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Bruce Bowen\bowenbr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Draymond Green\greendr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Bob Harrison\harribo02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Udonis Haslem\hasleud01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,B.J. Armstrong\armstbj01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Gerald Henderson\hendege01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Andre Iguodala\iguodan01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,LeBron James\jamesle01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Stacey King\kingst01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Mario Elie\eliema01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Toni Kukoč\kukocto01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Shaun Livingston\livinsh01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,Luc Longley\longllu01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Patrick McCaw\mccawpa01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Willie Naulls\naullwi01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,John Paxson\paxsojo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Byron Scott\scottby01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Brian Shaw\shawbr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Paul Silas\silaspa01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Klay Thompson\thompkl01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Dwyane Wade\wadedw01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Randy Brown\brownra02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,Jack Nichols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Josh Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Bill Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Wayne Hightower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,Bob Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,Gus Gerard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,Chris Gatling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Bill Gabor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Jimmy Foster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Luka Dončić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Len Chappell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Cedric Ceballos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Austin Carr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Larry Bunce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Vince Boryla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,James Edwards\edwarja01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Devin Booker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,John Block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Butch Beard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,Don Barksdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,B.J. Armstrong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Bam Adebayo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,Bill Cartwright\cartwbi01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Sam Cassell\cassesa01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,Gene Conley\conlege01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Jud Buechler\buechju01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Stephen Curry\curryst01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Kenny Sailors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
